datetime_utc,datetime_local,watt_hours,cost_dollars,is_peak
2025-06-21 13:00:00,2025-06-21 23:00:00,87.5000000000,0.0551825017,false
2025-06-21 14:00:00,2025-06-22 00:00:00,63.7500000000,0.0502947681,false
2025-06-21 15:00:00,2025-06-22 01:00:00,35.3125000000,0.0444423221,false
2025-06-21 16:00:00,2025-06-22 02:00:00,41.8750000000,0.0457928702,false
2025-06-21 17:00:00,2025-06-22 03:00:00,49.3750000000,0.0473363735,false
2025-06-21 18:00:00,2025-06-22 04:00:00,32.1875000000,0.0437992066,false
2025-06-21 19:00:00,2025-06-22 05:00:00,32.5000000000,0.0438635163,false
2025-06-21 20:00:00,2025-06-22 06:00:00,35.6250000000,0.0445066281,false
2025-06-21 21:00:00,2025-06-22 07:00:00,513.1250000000,0.1427761167,false
2025-06-21 22:00:00,2025-06-22 08:00:00,811.2500000000,0.2041302919,false
2025-06-21 23:00:00,2025-06-22 09:00:00,609.3750000000,0.1625843197,false
2025-06-22 00:00:00,2025-06-22 10:00:00,104.0625000000,0.0585910454,false
2025-06-22 01:00:00,2025-06-22 11:00:00,115.9375000000,0.0610349476,false
2025-06-22 02:00:00,2025-06-22 12:00:00,587.5000000000,0.1580825150,false
2025-06-22 03:00:00,2025-06-22 13:00:00,226.8750000000,0.0838658884,false
2025-06-22 04:00:00,2025-06-22 14:00:00,226.2500000000,0.0837372467,false
2025-06-22 05:00:00,2025-06-22 15:00:00,74.6875000000,0.0561232306,true
2025-06-22 06:00:00,2025-06-22 16:00:00,79.6875000000,0.0573917404,true
2025-06-22 07:00:00,2025-06-22 17:00:00,1146.2500000000,0.3279785812,true
2025-06-22 08:00:00,2025-06-22 18:00:00,2365.3125000000,0.6372548342,true
2025-06-22 09:00:00,2025-06-22 19:00:00,351.2500000000,0.1262871325,true
2025-06-22 10:00:00,2025-06-22 20:00:00,820.6250000000,0.2453674525,true
2025-06-22 11:00:00,2025-06-22 21:00:00,890.9375000000,0.2205299437,false
2025-06-22 12:00:00,2025-06-22 22:00:00,888.4375000000,0.2200153023,false
2025-06-22 13:00:00,2025-06-22 23:00:00,157.5000000000,0.0695885494,false
2025-06-22 14:00:00,2025-06-23 00:00:00,33.1250000000,0.0439921431,false
2025-06-22 15:00:00,2025-06-23 01:00:00,34.0625000000,0.0441850796,false
2025-06-22 16:00:00,2025-06-23 02:00:00,36.5625000000,0.0446995683,false
2025-06-22 17:00:00,2025-06-23 03:00:00,32.8125000000,0.0439278297,false
2025-06-22 18:00:00,2025-06-23 04:00:00,36.8750000000,0.0447638743,false
2025-06-22 19:00:00,2025-06-23 05:00:00,35.6250000000,0.0445066430,false
2025-06-22 20:00:00,2025-06-23 06:00:00,37.5000000000,0.0448925011,false
2025-06-22 21:00:00,2025-06-23 07:00:00,167.8125000000,0.0717108250,false
2025-06-22 22:00:00,2025-06-23 08:00:00,1299.6875000000,0.3046509922,false
2025-06-22 23:00:00,2025-06-23 09:00:00,86.8750000000,0.0550538823,false
2025-06-23 00:00:00,2025-06-23 10:00:00,273.4375000000,0.0934484378,false
2025-06-23 01:00:00,2025-06-23 11:00:00,71.2500000000,0.0518382490,false
2025-06-23 02:00:00,2025-06-23 12:00:00,134.6875000000,0.0648937076,false
2025-06-23 03:00:00,2025-06-23 13:00:00,90.0000000000,0.0556970015,false
2025-06-23 04:00:00,2025-06-23 14:00:00,243.7500000000,0.0873387679,false
2025-06-23 05:00:00,2025-06-23 15:00:00,59.6875000000,0.0523177236,true
2025-06-23 06:00:00,2025-06-23 16:00:00,80.6250000000,0.0576295890,true
2025-06-23 07:00:00,2025-06-23 17:00:00,90.3125000000,0.0600873120,true
2025-06-23 08:00:00,2025-06-23 18:00:00,1075.3125000000,0.3099817634,true
2025-06-23 09:00:00,2025-06-23 19:00:00,548.7500000000,0.1763927341,true
2025-06-23 10:00:00,2025-06-23 20:00:00,283.7500000000,0.1091624200,true
2025-06-23 11:00:00,2025-06-23 21:00:00,692.8125000000,0.1797558516,false
2025-06-23 12:00:00,2025-06-23 22:00:00,410.0000000000,0.1215530336,false
2025-06-23 13:00:00,2025-06-23 23:00:00,50.6250000000,0.0475936234,false
2025-06-23 14:00:00,2025-06-24 00:00:00,30.3125000000,0.0434133299,false
2025-06-23 15:00:00,2025-06-24 01:00:00,34.6875000000,0.0443136916,false
2025-06-23 16:00:00,2025-06-24 02:00:00,32.5000000000,0.0438635051,false
2025-06-23 17:00:00,2025-06-24 03:00:00,30.9375000000,0.0435419567,false
2025-06-23 18:00:00,2025-06-24 04:00:00,34.0625000000,0.0441850610,false
2025-06-23 19:00:00,2025-06-24 05:00:00,28.1250000000,0.0429631434,false
2025-06-23 20:00:00,2025-06-24 06:00:00,50.6250000000,0.0475936234,false
2025-06-23 21:00:00,2025-06-24 07:00:00,244.0625000000,0.0874030367,false
2025-06-23 22:00:00,2025-06-24 08:00:00,1030.6250000000,0.2492774725,false
2025-06-23 23:00:00,2025-06-24 09:00:00,501.8750000000,0.1404608190,false
2025-06-24 00:00:00,2025-06-24 10:00:00,40.6250000000,0.0455356240,false
2025-06-24 01:00:00,2025-06-24 11:00:00,92.8125000000,0.0562758148,false
2025-06-24 02:00:00,2025-06-24 12:00:00,333.7500000000,0.1058607697,false
2025-06-24 03:00:00,2025-06-24 13:00:00,142.8125000000,0.0665658191,false
2025-06-24 04:00:00,2025-06-24 14:00:00,201.2500000000,0.0785922334,false
2025-06-24 05:00:00,2025-06-24 15:00:00,64.3750000000,0.0535069518,true
2025-06-24 06:00:00,2025-06-24 16:00:00,451.8750000000,0.1518156976,true
2025-06-24 07:00:00,2025-06-24 17:00:00,890.9375000000,0.2632058561,true
2025-06-24 08:00:00,2025-06-24 18:00:00,2318.7500000000,0.6254417300,true
2025-06-24 09:00:00,2025-06-24 19:00:00,433.7500000000,0.1472174227,true
2025-06-24 10:00:00,2025-06-24 20:00:00,433.7500000000,0.1472172588,true
2025-06-24 11:00:00,2025-06-24 21:00:00,1202.8125000000,0.2847137153,false
2025-06-24 12:00:00,2025-06-24 22:00:00,487.8125000000,0.1375667304,false
2025-06-24 13:00:00,2025-06-24 23:00:00,37.1875000000,0.0448281914,false
2025-06-24 14:00:00,2025-06-25 00:00:00,28.4375000000,0.0430274568,false
2025-06-24 15:00:00,2025-06-25 01:00:00,27.5000000000,0.0428345203,false
2025-06-24 16:00:00,2025-06-25 02:00:00,30.9375000000,0.0435419381,false
2025-06-24 17:00:00,2025-06-25 03:00:00,28.1250000000,0.0429631434,false
2025-06-24 18:00:00,2025-06-25 04:00:00,28.7500000000,0.0430917591,false
2025-06-24 19:00:00,2025-06-25 05:00:00,31.2500000000,0.0436062589,false
2025-06-24 20:00:00,2025-06-25 06:00:00,27.8125000000,0.0428988300,false
2025-06-24 21:00:00,2025-06-25 07:00:00,213.7500000000,0.0811647773,false
2025-06-24 22:00:00,2025-06-25 08:00:00,1249.3750000000,0.2942968011,false
2025-06-24 23:00:00,2025-06-25 09:00:00,166.5625000000,0.0714535639,false
2025-06-25 00:00:00,2025-06-25 10:00:00,30.9375000000,0.0435419455,false
2025-06-25 01:00:00,2025-06-25 11:00:00,101.8750000000,0.0581408888,false
2025-06-25 02:00:00,2025-06-25 12:00:00,209.6875000000,0.0803286657,false
2025-06-25 03:00:00,2025-06-25 13:00:00,86.5625000000,0.0549895577,false
2025-06-25 04:00:00,2025-06-25 14:00:00,184.6875000000,0.0751836896,false
2025-06-25 05:00:00,2025-06-25 15:00:00,84.0625000000,0.0585016869,true
2025-06-25 06:00:00,2025-06-25 16:00:00,665.9375000000,0.2061233521,true
2025-06-25 07:00:00,2025-06-25 17:00:00,839.3750000000,0.2501244545,true
2025-06-25 08:00:00,2025-06-25 18:00:00,1471.8750000000,0.4105896354,true
2025-06-25 09:00:00,2025-06-25 19:00:00,640.3125000000,0.1996222734,true
2025-06-25 10:00:00,2025-06-25 20:00:00,622.1875000000,0.1950238645,true
2025-06-25 11:00:00,2025-06-25 21:00:00,1437.8125000000,0.3330768347,false
2025-06-25 12:00:00,2025-06-25 22:00:00,679.3750000000,0.1769904047,false
2025-06-25 13:00:00,2025-06-25 23:00:00,60.6250000000,0.0496516451,false
2025-06-25 14:00:00,2025-06-26 00:00:00,32.1875000000,0.0437991917,false
2025-06-25 15:00:00,2025-06-26 01:00:00,27.5000000000,0.0428345203,false
2025-06-25 16:00:00,2025-06-26 02:00:00,27.5000000000,0.0428345203,false
2025-06-25 17:00:00,2025-06-26 03:00:00,39.0625000000,0.0452140793,false
2025-06-25 18:00:00,2025-06-26 04:00:00,39.3750000000,0.0452783741,false
2025-06-25 19:00:00,2025-06-26 05:00:00,28.4375000000,0.0430274457,false
2025-06-25 20:00:00,2025-06-26 06:00:00,27.1875000000,0.0427702069,false
2025-06-25 21:00:00,2025-06-26 07:00:00,690.3125000000,0.1792411953,false
2025-06-25 22:00:00,2025-06-26 08:00:00,481.5625000000,0.1362806857,false
2025-06-25 23:00:00,2025-06-26 09:00:00,0.0000000000,0.0371749885,false
2025-06-26 00:00:00,2025-06-26 10:00:00,0.0000000000,0.0371749885,false
2025-06-26 01:00:00,2025-06-26 11:00:00,0.0000000000,0.0371749885,false
2025-06-26 02:00:00,2025-06-26 12:00:00,0.0000000000,0.0371749885,false
2025-06-26 03:00:00,2025-06-26 13:00:00,111.2500000000,0.0600702092,false
2025-06-26 04:00:00,2025-06-26 14:00:00,239.0625000000,0.0863740370,false
2025-06-26 05:00:00,2025-06-26 15:00:00,92.8125000000,0.0607215464,true
2025-06-26 06:00:00,2025-06-26 16:00:00,61.5625000000,0.0527934171,true
2025-06-26 07:00:00,2025-06-26 17:00:00,2190.3125000000,0.5928572416,true
2025-06-26 08:00:00,2025-06-26 18:00:00,1444.6875000000,0.4036920965,true
2025-06-26 09:00:00,2025-06-26 19:00:00,276.2500000000,0.1072596908,true
2025-06-26 10:00:00,2025-06-26 20:00:00,462.5000000000,0.1545111686,true
2025-06-26 11:00:00,2025-06-26 21:00:00,725.9375000000,0.1865729690,false
2025-06-26 12:00:00,2025-06-26 22:00:00,882.5000000000,0.2187935114,false
2025-06-26 13:00:00,2025-06-26 23:00:00,69.6875000000,0.0515166856,false
2025-06-26 14:00:00,2025-06-27 00:00:00,22.5000000000,0.0418055132,false
2025-06-26 15:00:00,2025-06-27 01:00:00,28.4375000000,0.0430274494,false
2025-06-26 16:00:00,2025-06-27 02:00:00,23.7500000000,0.0420627631,false
2025-06-26 17:00:00,2025-06-27 03:00:00,26.5625000000,0.0426415727,false
2025-06-26 18:00:00,2025-06-27 04:00:00,23.7500000000,0.0420627631,false
2025-06-26 19:00:00,2025-06-27 05:00:00,26.8750000000,0.0427058935,false
2025-06-26 20:00:00,2025-06-27 06:00:00,26.2500000000,0.0425772630,false
2025-06-26 21:00:00,2025-06-27 07:00:00,690.3125000000,0.1792413145,false
2025-06-26 22:00:00,2025-06-27 08:00:00,1050.9375000000,0.2534579039,false
2025-06-26 23:00:00,2025-06-27 09:00:00,570.3125000000,0.1545452625,false
2025-06-27 00:00:00,2025-06-27 10:00:00,21.2500000000,0.0415482633,false
2025-06-27 01:00:00,2025-06-27 11:00:00,29.0625000000,0.0431560725,false
2025-06-27 02:00:00,2025-06-27 12:00:00,122.5000000000,0.0623855107,false
2025-06-27 03:00:00,2025-06-27 13:00:00,695.0000000000,0.1802058965,false
2025-06-27 04:00:00,2025-06-27 14:00:00,165.6250000000,0.0712606162,false
2025-06-27 05:00:00,2025-06-27 15:00:00,518.7500000000,0.1687818617,true
2025-06-27 06:00:00,2025-06-27 16:00:00,98.7500000000,0.0622278824,true
2025-06-27 07:00:00,2025-06-27 17:00:00,123.1250000000,0.0684118420,true
2025-06-27 08:00:00,2025-06-27 18:00:00,400.0000000000,0.1386549920,true
2025-06-27 09:00:00,2025-06-27 19:00:00,419.0625000000,0.1434911489,true
2025-06-27 10:00:00,2025-06-27 20:00:00,361.5625000000,0.1289034039,true
2025-06-27 11:00:00,2025-06-27 21:00:00,918.1250000000,0.2261252105,false
2025-06-27 12:00:00,2025-06-27 22:00:00,56.8750000000,0.0488798693,false
2025-06-27 13:00:00,2025-06-27 23:00:00,33.7500000000,0.0441207662,false
2025-06-27 14:00:00,2025-06-28 00:00:00,36.8750000000,0.0447638780,false
2025-06-27 15:00:00,2025-06-28 01:00:00,26.2500000000,0.0425772630,false
2025-06-27 16:00:00,2025-06-28 02:00:00,33.4375000000,0.0440564454,false
2025-06-27 17:00:00,2025-06-28 03:00:00,85.6250000000,0.0547966212,false
2025-06-27 18:00:00,2025-06-28 04:00:00,66.8750000000,0.0509378836,false
2025-06-27 19:00:00,2025-06-28 05:00:00,62.5000000000,0.0500374809,false
2025-06-27 20:00:00,2025-06-28 06:00:00,42.8125000000,0.0459858179,false
2025-06-27 21:00:00,2025-06-28 07:00:00,471.8750000000,0.1342868954,false
2025-06-27 22:00:00,2025-06-28 08:00:00,443.7500000000,0.1284987479,false
2025-06-27 23:00:00,2025-06-28 09:00:00,1249.0625000000,0.2942323983,false
2025-06-28 00:00:00,2025-06-28 10:00:00,658.1250000000,0.1726169437,false
2025-06-28 01:00:00,2025-06-28 11:00:00,155.3125000000,0.0691383258,false
2025-06-28 02:00:00,2025-06-28 12:00:00,639.0625000000,0.1686940640,false
2025-06-28 03:00:00,2025-06-28 13:00:00,409.3750000000,0.1214243844,false
2025-06-28 04:00:00,2025-06-28 14:00:00,418.1250000000,0.1232251674,false
2025-06-28 05:00:00,2025-06-28 15:00:00,67.8125000000,0.0543790571,true
2025-06-28 06:00:00,2025-06-28 16:00:00,669.6875000000,0.2070746571,true
2025-06-28 07:00:00,2025-06-28 17:00:00,1110.0000000000,0.3187820017,true
2025-06-28 08:00:00,2025-06-28 18:00:00,1339.6875000000,0.3770537078,true
2025-06-28 09:00:00,2025-06-28 19:00:00,567.8125000000,0.1812289208,true
2025-06-28 10:00:00,2025-06-28 20:00:00,247.1875000000,0.0998864919,true
2025-06-28 11:00:00,2025-06-28 21:00:00,820.3125000000,0.2059953064,false
2025-06-28 12:00:00,2025-06-28 22:00:00,566.2500000000,0.1537091583,false
2025-06-28 13:00:00,2025-06-28 23:00:00,58.1250000000,0.0491371267,false
2025-06-28 14:00:00,2025-06-29 00:00:00,43.4375000000,0.0461144373,false
2025-06-28 15:00:00,2025-06-29 01:00:00,99.3750000000,0.0576263927,false
2025-06-28 16:00:00,2025-06-29 02:00:00,45.6250000000,0.0465646200,false
2025-06-28 17:00:00,2025-06-29 03:00:00,40.6250000000,0.0455356389,false
2025-06-28 18:00:00,2025-06-29 04:00:00,31.2500000000,0.0436062589,false
2025-06-28 19:00:00,2025-06-29 05:00:00,30.0000000000,0.0433490053,false
2025-06-28 20:00:00,2025-06-29 06:00:00,180.9375000000,0.0744119436,false
2025-06-28 21:00:00,2025-06-29 07:00:00,456.5625000000,0.1311355680,false
2025-06-28 22:00:00,2025-06-29 08:00:00,1801.2500000000,0.4078722298,false
2025-06-28 23:00:00,2025-06-29 09:00:00,393.7500000000,0.1182087809,false
2025-06-29 00:00:00,2025-06-29 10:00:00,76.5625000000,0.0529315732,false
2025-06-29 01:00:00,2025-06-29 11:00:00,75.0000000000,0.0526099801,false
2025-06-29 02:00:00,2025-06-29 12:00:00,197.8125000000,0.0778848454,false
2025-06-29 03:00:00,2025-06-29 13:00:00,779.3750000000,0.1975703388,false
2025-06-29 04:00:00,2025-06-29 14:00:00,519.6875000000,0.1441266686,false
2025-06-29 05:00:00,2025-06-29 15:00:00,46.8750000000,0.0490671992,true
2025-06-29 06:00:00,2025-06-29 16:00:00,341.2500000000,0.1237501279,true
2025-06-29 07:00:00,2025-06-29 17:00:00,1221.8750000000,0.3471646607,true
2025-06-29 08:00:00,2025-06-29 18:00:00,695.6250000000,0.2136549801,true
2025-06-29 09:00:00,2025-06-29 19:00:00,105.3125000000,0.0638928115,true
2025-06-29 10:00:00,2025-06-29 20:00:00,114.6875000000,0.0662712231,true
2025-06-29 11:00:00,2025-06-29 21:00:00,450.0000000000,0.1297850311,false
2025-06-29 12:00:00,2025-06-29 22:00:00,883.1250000000,0.2189222574,false
2025-06-29 13:00:00,2025-06-29 23:00:00,37.5000000000,0.0448925123,false
2025-06-29 14:00:00,2025-06-30 00:00:00,88.7500000000,0.0554397516,false
2025-06-29 15:00:00,2025-06-30 01:00:00,58.1250000000,0.0491371378,false
2025-06-29 16:00:00,2025-06-30 02:00:00,33.4375000000,0.0440564528,false
2025-06-29 17:00:00,2025-06-30 03:00:00,34.0625000000,0.0441850610,false
2025-06-29 18:00:00,2025-06-30 04:00:00,25.9375000000,0.0425129570,false
2025-06-29 19:00:00,2025-06-30 05:00:00,34.3750000000,0.0442493781,false
2025-06-29 20:00:00,2025-06-30 06:00:00,29.3750000000,0.0432203934,false
2025-06-29 21:00:00,2025-06-30 07:00:00,31.8750000000,0.0437348783,false
2025-06-29 22:00:00,2025-06-30 08:00:00,158.4375000000,0.0697814599,false
2025-06-29 23:00:00,2025-06-30 09:00:00,427.1875000000,0.1250902265,false
2025-06-30 00:00:00,2025-06-30 10:00:00,189.0625000000,0.0760841072,false
2025-06-30 01:00:00,2025-06-30 11:00:00,41.5625000000,0.0457285680,false
2025-06-30 02:00:00,2025-06-30 12:00:00,143.1250000000,0.0666301176,false
2025-06-30 03:00:00,2025-06-30 13:00:00,173.1250000000,0.0728041083,false
2025-06-30 04:00:00,2025-06-30 14:00:00,233.7500000000,0.0852807462,false
2025-06-30 05:00:00,2025-06-30 15:00:00,571.5625000000,0.1821803004,true
2025-06-30 06:00:00,2025-06-30 16:00:00,40.0000000000,0.0473230146,true
2025-06-30 07:00:00,2025-06-30 17:00:00,1011.5625000000,0.2938083410,true
2025-06-30 08:00:00,2025-06-30 18:00:00,1586.2500000000,0.4396065176,true
2025-06-30 09:00:00,2025-06-30 19:00:00,558.1250000000,0.1787711978,true
2025-06-30 10:00:00,2025-06-30 20:00:00,689.0625000000,0.2119901478,true
2025-06-30 11:00:00,2025-06-30 21:00:00,1040.3125000000,0.2512714267,false
2025-06-30 12:00:00,2025-06-30 22:00:00,574.6875000000,0.1554455757,false
2025-06-30 13:00:00,2025-06-30 23:00:00,92.1875000000,0.0561471879,false
2025-06-30 14:00:00,2025-07-01 00:00:00,59.6875000000,0.0494586751,false
2025-06-30 15:00:00,2025-07-01 01:00:00,27.8125000000,0.0428988338,false
2025-06-30 16:00:00,2025-07-01 02:00:00,34.0625000000,0.0441850685,false
2025-06-30 17:00:00,2025-07-01 03:00:00,27.5000000000,0.0428345166,false
2025-06-30 18:00:00,2025-07-01 04:00:00,33.1250000000,0.0439921245,false
2025-06-30 19:00:00,2025-07-01 05:00:00,27.5000000000,0.0428345166,false
2025-06-30 20:00:00,2025-07-01 06:00:00,34.3750000000,0.0442493781,false
2025-06-30 21:00:00,2025-07-01 07:00:00,666.2500000000,0.1742890477,false
2025-06-30 22:00:00,2025-07-01 08:00:00,1305.3125000000,0.3058087230,false
2025-06-30 23:00:00,2025-07-01 09:00:00,175.0000000000,0.0731900111,false
2025-07-01 00:00:00,2025-07-01 10:00:00,29.0625000000,0.0431560725,false
2025-07-01 01:00:00,2025-07-01 11:00:00,636.8750000000,0.1682437509,false
2025-07-01 02:00:00,2025-07-01 12:00:00,554.0625000000,0.1512010545,false
2025-07-01 03:00:00,2025-07-01 13:00:00,289.3750000000,0.0967283696,false
2025-07-01 04:00:00,2025-07-01 14:00:00,235.0000000000,0.0855379924,false
2025-07-01 05:00:00,2025-07-01 15:00:00,65.3125000000,0.0537447855,true
2025-07-01 06:00:00,2025-07-01 16:00:00,42.1875000000,0.0478779823,true
2025-07-01 07:00:00,2025-07-01 17:00:00,1349.6875000000,0.3795907199,true
2025-07-01 08:00:00,2025-07-01 18:00:00,710.6250000000,0.2174604684,true
2025-07-01 09:00:00,2025-07-01 19:00:00,435.0000000000,0.1475344002,true
2025-07-01 10:00:00,2025-07-01 20:00:00,309.3750000000,0.1156634688,true
2025-07-01 11:00:00,2025-07-01 21:00:00,1365.0000000000,0.3180919588,false
2025-07-01 12:00:00,2025-07-01 22:00:00,204.3750000000,0.0792354047,false
2025-07-01 13:00:00,2025-07-01 23:00:00,32.8125000000,0.0439278297,false
2025-07-01 14:00:00,2025-07-02 00:00:00,61.2500000000,0.0497802421,false
2025-07-01 15:00:00,2025-07-02 01:00:00,75.0000000000,0.0526100099,false
2025-07-01 16:00:00,2025-07-02 02:00:00,97.5000000000,0.0572405197,false
2025-07-01 17:00:00,2025-07-02 03:00:00,34.6875000000,0.0443136841,false
2025-07-01 18:00:00,2025-07-02 04:00:00,30.3125000000,0.0434133299,false
2025-07-01 19:00:00,2025-07-02 05:00:00,32.8125000000,0.0439278111,false
2025-07-01 20:00:00,2025-07-02 06:00:00,114.3750000000,0.0607133880,false
2025-07-01 21:00:00,2025-07-02 07:00:00,549.3750000000,0.1502362043,false
2025-07-01 22:00:00,2025-07-02 08:00:00,1248.4375000000,0.2941038311,false
2025-07-01 23:00:00,2025-07-02 09:00:00,690.3125000000,0.1792412102,false
2025-07-02 00:00:00,2025-07-02 10:00:00,25.6250000000,0.0424486399,false
2025-07-02 01:00:00,2025-07-02 11:00:00,962.1875000000,0.2351932079,false
2025-07-02 02:00:00,2025-07-02 12:00:00,346.2500000000,0.1084332764,false
2025-07-02 03:00:00,2025-07-02 13:00:00,77.8125000000,0.0531888008,false
2025-07-02 04:00:00,2025-07-02 14:00:00,69.6875000000,0.0515166670,false
2025-07-02 05:00:00,2025-07-02 15:00:00,473.1250000000,0.1572065800,true
2025-07-02 06:00:00,2025-07-02 16:00:00,49.6875000000,0.0497807302,true
2025-07-02 07:00:00,2025-07-02 17:00:00,1698.7500000000,0.4681478739,true
2025-07-02 08:00:00,2025-07-02 18:00:00,80.3125000000,0.0575503036,true
2025-07-02 09:00:00,2025-07-02 19:00:00,734.3750000000,0.2234857231,true
2025-07-02 10:00:00,2025-07-02 20:00:00,281.2500000000,0.1085281819,true
2025-07-02 11:00:00,2025-07-02 21:00:00,760.9375000000,0.1937759370,false
2025-07-02 12:00:00,2025-07-02 22:00:00,767.1875000000,0.1950623095,false
2025-07-02 13:00:00,2025-07-02 23:00:00,41.5625000000,0.0457285792,false
2025-07-02 14:00:00,2025-07-03 00:00:00,33.1250000000,0.0439921282,false
2025-07-02 15:00:00,2025-07-03 01:00:00,28.7500000000,0.0430917703,false
2025-07-02 16:00:00,2025-07-03 02:00:00,31.8750000000,0.0437348783,false
2025-07-02 17:00:00,2025-07-03 03:00:00,35.6250000000,0.0445066355,false
2025-07-02 18:00:00,2025-07-03 04:00:00,52.8125000000,0.0480438061,false
2025-07-02 19:00:00,2025-07-03 05:00:00,72.5000000000,0.0520954952,false
2025-07-02 20:00:00,2025-07-03 06:00:00,120.0000000000,0.0618710108,false
2025-07-02 21:00:00,2025-07-03 07:00:00,170.3125000000,0.0722253099,false
2025-07-02 22:00:00,2025-07-03 08:00:00,984.6875000000,0.2398235351,false
2025-07-02 23:00:00,2025-07-03 09:00:00,223.7500000000,0.0832227841,false
2025-07-03 00:00:00,2025-07-03 10:00:00,79.6875000000,0.0535747036,false
2025-07-03 01:00:00,2025-07-03 11:00:00,721.5625000000,0.1856725812,false
2025-07-03 02:00:00,2025-07-03 12:00:00,236.8750000000,0.0859238654,false
2025-07-03 03:00:00,2025-07-03 13:00:00,97.5000000000,0.0572405122,false
2025-07-03 04:00:00,2025-07-03 14:00:00,260.3125000000,0.0907473415,false
2025-07-03 05:00:00,2025-07-03 15:00:00,43.1250000000,0.0481158197,true
2025-07-03 06:00:00,2025-07-03 16:00:00,428.7500000000,0.1459488571,true
2025-07-03 07:00:00,2025-07-03 17:00:00,743.4375000000,0.2257851064,true
2025-07-03 08:00:00,2025-07-03 18:00:00,288.4375000000,0.1103516370,true
